,Name,Course Name,Position,Strokes Under,Total Strokes,First Round,Second Round,Third Round,Fourth Round,Fourth Round Tee Time,Amateur Status,Tournament Status,ID
275,Sepp Straka,Pinehurst Resort & Country Club (Course No. 2),T56,+12,292,70,72,78,72,8:25am,False,complete,49960
276,Greyson Sigg,Pinehurst Resort & Country Club (Course No. 2),T56,+12,292,76,69,75,72,8:36am,False,complete,51890
277,Brian Campbell,Pinehurst Resort & Country Club (Course No. 2),T56,+12,292,73,70,75,74,9:09am,False,complete,46443
278,Adam Svensson,Pinehurst Resort & Country Club (Course No. 2),T56,+12,292,73,70,74,75,9:36am,False,complete,40115
279,Wyndham Clark,Pinehurst Resort & Country Club (Course No. 2),T56,+12,292,73,71,71,77,11:04am,False,complete,51766
280,Matthew Fitzpatrick,Pinehurst Resort & Country Club (Course No. 2),T64,+13,293,73,72,79,69,7:41am,False,complete,40098
281,Francesco Molinari,Pinehurst Resort & Country Club (Course No. 2),T64,+13,293,73,72,77,71,8:03am,False,complete,25198
282,Martin Kaymer,Pinehurst Resort & Country Club (Course No. 2),T64,+13,293,70,73,77,73,8:25am,False,complete,27408
283,Cameron Young,Pinehurst Resort & Country Club (Course No. 2),T67,+14,294,73,72,75,74,8:36am,False,complete,57366
284,Brendon Todd,Pinehurst Resort & Country Club (Course No. 2),T67,+14,294,74,71,74,75,8:47am,False,complete,30927
285,Dean Burmester,Pinehurst Resort & Country Club (Course No. 2),69,+15,295,74,71,76,74,8:14am,False,complete,33974
286,Gunnar Broin,Pinehurst Resort & Country Club (Course No. 2),T70,+16,296,75,68,81,72,7:30am,True,complete,65880
287,Brandon Wu,Pinehurst Resort & Country Club (Course No. 2),T70,+16,296,74,71,78,73,7:52am,False,complete,52374
288,Sam Bennett,Pinehurst Resort & Country Club (Course No. 2),72,+17,297,69,72,77,79,8:58am,False,complete,59652
289,Jackson Suber,Pinehurst Resort & Country Club (Course No. 2),73,+18,298,69,73,81,75,7:41am,False,complete,60019
290,Austin Eckroat,Pinehurst Resort & Country Club (Course No. 2),74,+20,300,72,72,78,78,7:52am,False,complete,57362
291,Frederik Kjettrup,Pinehurst Resort & Country Club (Course No. 2),CUT,+6,146,72,74,,,,False,cut,55077
292,Robert MacIntyre,Pinehurst Resort & Country Club (Course No. 2),CUT,+6,146,70,76,,,,False,cut,52215
293,Taisei Shimizu,Pinehurst Resort & Country Club (Course No. 2),CUT,+6,146,71,75,,,,False,cut,66583
294,Jason Scrivener,Pinehurst Resort & Country Club (Course No. 2),CUT,+6,146,74,72,,,,False,cut,31569
295,Nick Dunlap,Pinehurst Resort & Country Club (Course No. 2),CUT,+6,146,73,73,,,,False,cut,59866
296,Viktor Hovland,Pinehurst Resort & Country Club (Course No. 2),CUT,+6,146,78,68,,,,False,cut,46717
297,Eric Cole,Pinehurst Resort & Country Club (Course No. 2),CUT,+6,146,73,73,,,,False,cut,47591
298,Max Homa,Pinehurst Resort & Country Club (Course No. 2),CUT,+6,146,71,75,,,,False,cut,39977
299,Justin Rose,Pinehurst Resort & Country Club (Course No. 2),CUT,+6,146,73,73,,,,False,cut,22405
300,Jackson Buchanan,Pinehurst Resort & Country Club (Course No. 2),CUT,+6,146,76,70,,,,True,cut,66742
301,Brandon Robinson Thompson,Pinehurst Resort & Country Club (Course No. 2),CUT,+6,146,72,74,,,,False,cut,65374
302,Ben James,Pinehurst Resort & Country Club (Course No. 2),CUT,+6,146,75,71,,,,True,cut,57869
303,Bryan Kim,Pinehurst Resort & Country Club (Course No. 2),CUT,+6,146,72,74,,,,True,cut,66346
304,Kurt Kitayama,Pinehurst Resort & Country Club (Course No. 2),CUT,+7,147,73,74,,,,False,cut,48117
305,Tiger Woods,Pinehurst Resort & Country Club (Course No. 2),CUT,+7,147,74,73,,,,False,cut,08793
306,Adam Hadwin,Pinehurst Resort & Country Club (Course No. 2),CUT,+7,147,74,73,,,,False,cut,33399
307,Peter Malnati,Pinehurst Resort & Country Club (Course No. 2),CUT,+7,147,74,73,,,,False,cut,34466
308,Rico Hoey,Pinehurst Resort & Country Club (Course No. 2),CUT,+7,147,77,70,,,,False,cut,51696
309,Omar Morales,Pinehurst Resort & Country Club (Course No. 2),CUT,+7,147,73,74,,,,True,cut,64690
310,Seamus Power,Pinehurst Resort & Country Club (Course No. 2),CUT,+7,147,71,76,,,,False,cut,28252
311,Parker Bell,Pinehurst Resort & Country Club (Course No. 2),CUT,+7,147,77,70,,,,True,cut,66624
312,Ryo Ishikawa,Pinehurst Resort & Country Club (Course No. 2),CUT,+8,148,76,72,,,,False,cut,30852
313,Alex Noren,Pinehurst Resort & Country Club (Course No. 2),CUT,+8,148,73,75,,,,False,cut,27349
314,Taylor Moore,Pinehurst Resort & Country Club (Course No. 2),CUT,+8,148,76,72,,,,False,cut,49947
315,Webb Simpson,Pinehurst Resort & Country Club (Course No. 2),CUT,+8,148,75,73,,,,False,cut,29221
316,Erik van Rooyen,Pinehurst Resort & Country Club (Course No. 2),CUT,+8,148,76,72,,,,False,cut,40006
317,Richard Mansell,Pinehurst Resort & Country Club (Course No. 2),CUT,+8,148,78,70,,,,False,cut,54190
318,Will Zalatoris,Pinehurst Resort & Country Club (Course No. 2),CUT,+8,148,75,73,,,,False,cut,47483
319,Rickie Fowler,Pinehurst Resort & Country Club (Course No. 2),CUT,+8,148,71,77,,,,False,cut,32102
320,Chesson Hadley,Pinehurst Resort & Country Club (Course No. 2),CUT,+8,148,75,73,,,,False,cut,34563
321,Tom Hoge,Pinehurst Resort & Country Club (Course No. 2),CUT,+8,148,75,73,,,,False,cut,35532
322,Nick Taylor,Pinehurst Resort & Country Club (Course No. 2),CUT,+8,148,74,74,,,,False,cut,25493
323,Jason Day,Pinehurst Resort & Country Club (Course No. 2),CUT,+8,148,71,77,,,,False,cut,28089
324,Eugenio Chacarra,Pinehurst Resort & Country Club (Course No. 2),CUT,+8,148,75,73,,,,False,cut,57492
325,Victor Perez,Pinehurst Resort & Country Club (Course No. 2),CUT,+9,149,75,74,,,,False,cut,47679
326,Logan McAllister,Pinehurst Resort & Country Club (Course No. 2),CUT,+9,149,70,79,,,,False,cut,60015
327,Cam Davis,Pinehurst Resort & Country Club (Course No. 2),CUT,+9,149,77,72,,,,False,cut,45157
328,Hiroshi Tai,Pinehurst Resort & Country Club (Course No. 2),CUT,+9,149,75,74,,,,True,cut,55741
329,Joey Vrzich,Pinehurst Resort & Country Club (Course No. 2),CUT,+9,149,76,73,,,,False,cut,59203
330,Dustin Johnson,Pinehurst Resort & Country Club (Course No. 2),CUT,+9,149,74,75,,,,False,cut,30925
331,Chris Petefish,Pinehurst Resort & Country Club (Course No. 2),CUT,+9,149,77,72,,,,False,cut,54792
332,Edoardo Molinari,Pinehurst Resort & Country Club (Course No. 2),CUT,+9,149,72,77,,,,False,cut,23814
333,Mac Meissner,Pinehurst Resort & Country Club (Course No. 2),CUT,+9,149,72,77,,,,False,cut,59143
334,Robert Rock,Pinehurst Resort & Country Club (Course No. 2),CUT,+9,149,70,79,,,,False,cut,26539
335,Sung Kang,Pinehurst Resort & Country Club (Course No. 2),CUT,+9,149,74,75,,,,False,cut,27974
336,Beau Hossler,Pinehurst Resort & Country Club (Course No. 2),CUT,+10,150,74,76,,,,False,cut,35461
337,Gary Woodland,Pinehurst Resort & Country Club (Course No. 2),CUT,+10,150,72,78,,,,False,cut,31323
338,Sungjae Im,Pinehurst Resort & Country Club (Course No. 2),CUT,+10,150,74,76,,,,False,cut,39971
339,Takumi Kanaya,Pinehurst Resort & Country Club (Course No. 2),CUT,+10,150,76,74,,,,False,cut,47917
340,Ashton McCulloch,Pinehurst Resort & Country Club (Course No. 2),CUT,+10,150,75,75,,,,True,cut,59409
341,Adam Schenk,Pinehurst Resort & Country Club (Course No. 2),CUT,+11,151,79,72,,,,False,cut,47347
342,Michael McGowan,Pinehurst Resort & Country Club (Course No. 2),CUT,+11,151,77,74,,,,False,cut,47349
343,Justin Thomas,Pinehurst Resort & Country Club (Course No. 2),CUT,+11,151,77,74,,,,False,cut,33448
344,Brendan Valdes,Pinehurst Resort & Country Club (Course No. 2),CUT,+11,151,76,75,,,,True,cut,65110
345,Harry Higgs,Pinehurst Resort & Country Club (Course No. 2),CUT,+11,151,76,75,,,,False,cut,33597
346,Wells Williams,Pinehurst Resort & Country Club (Course No. 2),CUT,+11,151,75,76,,,,True,cut,66745
347,Sam Bairstow,Pinehurst Resort & Country Club (Course No. 2),CUT,+11,151,84,67,,,,False,cut,60369
348,Andrew Svoboda,Pinehurst Resort & Country Club (Course No. 2),CUT,+11,151,75,76,,,,False,cut,29425
349,Carter Jenkins,Pinehurst Resort & Country Club (Course No. 2),CUT,+11,151,73,78,,,,False,cut,35437
350,Willie Mack III,Pinehurst Resort & Country Club (Course No. 2),CUT,+11,151,71,80,,,,False,cut,50006
351,Casey Jarvis,Pinehurst Resort & Country Club (Course No. 2),CUT,+11,151,73,78,,,,False,cut,57688
352,Gordon Sargent,Pinehurst Resort & Country Club (Course No. 2),CUT,+11,151,73,78,,,,True,cut,64442
353,Jake Knapp,Pinehurst Resort & Country Club (Course No. 2),CUT,+12,152,75,77,,,,False,cut,47420
354,Byeong Hun An,Pinehurst Resort & Country Club (Course No. 2),CUT,+12,152,74,78,,,,False,cut,33948
355,Adrian Meronk,Pinehurst Resort & Country Club (Course No. 2),CUT,+12,152,76,76,,,,False,cut,33674
356,Santiago de la Fuente,Pinehurst Resort & Country Club (Course No. 2),CUT,+13,153,78,75,,,,True,cut,61520
357,Grant Forrest,Pinehurst Resort & Country Club (Course No. 2),CUT,+13,153,77,76,,,,False,cut,37066
358,John Chin,Pinehurst Resort & Country Club (Course No. 2),CUT,+13,153,75,78,,,,False,cut,34306
359,Lucas Glover,Pinehurst Resort & Country Club (Course No. 2),CUT,+13,153,74,79,,,,False,cut,25900
360,Jim Herman,Pinehurst Resort & Country Club (Course No. 2),CUT,+13,153,74,79,,,,False,cut,31557
361,Mackenzie Hughes,Pinehurst Resort & Country Club (Course No. 2),CUT,+14,154,72,82,,,,False,cut,35506
362,Maxwell Moldovan,Pinehurst Resort & Country Club (Course No. 2),CUT,+14,154,80,74,,,,False,cut,57860
363,Stewart Hagestad,Pinehurst Resort & Country Club (Course No. 2),CUT,+14,154,79,75,,,,True,cut,51586
364,Matteo Manassero,Pinehurst Resort & Country Club (Course No. 2),CUT,+14,154,79,75,,,,False,cut,33199
365,Carson Schaake,Pinehurst Resort & Country Club (Course No. 2),CUT,+15,155,79,76,,,,False,cut,48102
366,Phil Mickelson,Pinehurst Resort & Country Club (Course No. 2),CUT,+15,155,79,76,,,,False,cut,01810
367,Chris Naegel,Pinehurst Resort & Country Club (Course No. 2),CUT,+15,155,81,74,,,,False,cut,39537
368,Colin Prater,Pinehurst Resort & Country Club (Course No. 2),CUT,+17,157,79,78,,,,True,cut,66744
369,Riki Kawamoto,Pinehurst Resort & Country Club (Course No. 2),CUT,+19,159,77,82,,,,False,cut,51366
370,Rikuya Hoshino,Pinehurst Resort & Country Club (Course No. 2),CUT,+19,159,78,81,,,,False,cut,47056
371,Otto Black,Pinehurst Resort & Country Club (Course No. 2),CUT,+19,159,79,80,,,,False,cut,49371
372,Charlie Reiter,Pinehurst Resort & Country Club (Course No. 2),CUT,+20,160,80,80,,,,False,cut,54303
373,Xander Schauffele,Valhalla Golf Club,1,-21,263,62,68,68,65,2:35pm,False,complete,48081
374,Bryson DeChambeau,Valhalla Golf Club,2,-20,264,68,65,67,64,2:15pm,False,complete,47959
375,Viktor Hovland,Valhalla Golf Club,3,-18,266,68,66,66,66,2:15pm,False,complete,46717
376,Thomas Detry,Valhalla Golf Club,T4,-15,269,66,67,70,66,1:15pm,False,complete,33653
377,Collin Morikawa,Valhalla Golf Club,T4,-15,269,66,65,67,71,2:35pm,False,complete,50525
378,Justin Rose,Valhalla Golf Club,T6,-14,270,70,67,64,69,2:05pm,False,complete,22405
379,Shane Lowry,Valhalla Golf Club,T6,-14,270,69,69,62,70,2:25pm,False,complete,33204
380,Billy Horschel,Valhalla Golf Club,T8,-13,271,69,69,69,64,11:45am,False,complete,29420
381,Scottie Scheffler,Valhalla Golf Club,T8,-13,271,67,66,73,65,12:15pm,False,complete,46046
382,Justin Thomas,Valhalla Golf Club,T8,-13,271,69,67,67,68,1:35pm,False,complete,33448
383,Robert MacIntyre,Valhalla Golf Club,T8,-13,271,66,69,66,70,2:05pm,False,complete,52215
384,Alex Noren,Valhalla Golf Club,T12,-12,272,67,70,70,65,11:25am,False,complete,27349
385,Rory McIlroy,Valhalla Golf Club,T12,-12,272,66,71,68,67,12:45pm,False,complete,28237
386,Taylor Moore,Valhalla Golf Club,T12,-12,272,67,68,69,68,1:05pm,False,complete,49947
387,Dean Burmester,Valhalla Golf Club,T12,-12,272,69,65,68,70,1:55pm,False,complete,33974
388,Lee Hodges,Valhalla Golf Club,T12,-12,272,71,65,67,69,1:55pm,False,complete,54628
389,Sahith Theegala,Valhalla Golf Club,T12,-12,272,65,67,67,73,2:25pm,False,complete,51634
390,Ryo Hisatsune,Valhalla Golf Club,T18,-11,273,71,68,67,67,12:35pm,False,complete,51287
391,Keegan Bradley,Valhalla Golf Club,T18,-11,273,69,67,68,69,1:05pm,False,complete,33141
392,Harris English,Valhalla Golf Club,T18,-11,273,68,67,68,70,1:25pm,False,complete,34099
393,Austin Eckroat,Valhalla Golf Club,T18,-11,273,67,67,69,70,1:25pm,False,complete,57362
394,Tony Finau,Valhalla Golf Club,T18,-11,273,65,69,69,70,1:35pm,False,complete,29725
395,Maverick McNealy,Valhalla Golf Club,T23,-10,274,66,72,69,67,11:45am,False,complete,46442
396,Tom Hoge,Valhalla Golf Club,T23,-10,274,66,73,68,67,12:05pm,False,complete,35532
397,Russell Henley,Valhalla Golf Club,T23,-10,274,70,69,66,69,12:55pm,False,complete,34098
398,Tommy Fleetwood,Valhalla Golf Club,T26,-9,275,72,69,69,65,9:15am,False,complete,30911
399,Brooks Koepka,Valhalla Golf Club,T26,-9,275,67,68,74,66,10:05am,False,complete,36689
400,Corey Conners,Valhalla Golf Club,T26,-9,275,70,71,67,67,10:35am,False,complete,39997
401,Brian Harman,Valhalla Golf Club,T26,-9,275,72,68,68,67,10:45am,False,complete,27644
402,Min Woo Lee,Valhalla Golf Club,T26,-9,275,72,66,70,67,10:55am,False,complete,37378
403,Kurt Kitayama,Valhalla Golf Club,T26,-9,275,68,70,70,67,11:05am,False,complete,48117
404,Ben Kohles,Valhalla Golf Club,T26,-9,275,67,73,67,68,11:15am,False,complete,36884
405,Mark Hubbard,Valhalla Golf Club,T26,-9,275,65,68,73,69,12:15pm,False,complete,36801
406,Tom Kim,Valhalla Golf Club,T26,-9,275,66,71,68,70,12:45pm,False,complete,55182
407,Brice Garnett,Valhalla Golf Club,T35,-8,276,72,67,69,68,10:55am,False,complete,29535
408,Doug Ghim,Valhalla Golf Club,T35,-8,276,69,68,70,69,11:25am,False,complete,52375
409,Max Homa,Valhalla Golf Club,T35,-8,276,68,70,69,69,12:05pm,False,complete,39977
410,Hideki Matsuyama,Valhalla Golf Club,T35,-8,276,70,65,70,71,12:35pm,False,complete,32839
411,Jordan Smith,Valhalla Golf Club,T39,-7,277,70,71,72,64,8:05am,False,complete,46464
412,Joaquin Niemann,Valhalla Golf Club,T39,-7,277,73,68,69,67,9:25am,False,complete,45486
413,Alexander Björk,Valhalla Golf Club,T39,-7,277,71,67,71,68,10:25am,False,complete,34310
414,Aaron Rai,Valhalla Golf Club,T39,-7,277,68,68,70,71,12:25pm,False,complete,46414
415,Dustin Johnson,Valhalla Golf Club,T43,-6,278,73,68,71,66,8:15am,False,complete,30925
416,Grayson Murray,Valhalla Golf Club,T43,-6,278,72,68,71,67,8:55am,False,complete,34213
417,Byeong Hun An,Valhalla Golf Club,T43,-6,278,71,67,72,68,9:45am,False,complete,33948
418,Adam Svensson,Valhalla Golf Club,T43,-6,278,70,69,70,69,10:15am,False,complete,40115
419,Lucas Glover,Valhalla Golf Club,T43,-6,278,71,68,70,69,10:25am,False,complete,25900
420,Will Zalatoris,Valhalla Golf Club,T43,-6,278,71,68,69,70,11:05am,False,complete,47483
421,Jason Day,Valhalla Golf Club,T43,-6,278,71,67,69,71,11:35am,False,complete,28089
422,Matt Wallace,Valhalla Golf Club,T43,-6,278,70,65,71,72,12:25pm,False,complete,48887
423,Jordan Spieth,Valhalla Golf Club,T43,-6,278,69,69,67,73,12:55pm,False,complete,34046
424,Lucas Herbert,Valhalla Golf Club,T43,-6,278,69,67,68,74,1:15pm,False,complete,39058
425,Andrew Putnam,Valhalla Golf Club,T53,-5,279,68,72,72,67,8:25am,False,complete,34256
426,Erik van Rooyen,Valhalla Golf Club,T53,-5,279,72,68,71,68,8:45am,False,complete,40006
427,Patrick Cantlay,Valhalla Golf Club,T53,-5,279,70,68,73,68,9:05am,False,complete,35450
428,Jesper Svensson,Valhalla Golf Club,T53,-5,279,68,71,72,68,9:15am,False,complete,57586
429,Patrick Reed,Valhalla Golf Club,T53,-5,279,69,70,71,69,9:35am,False,complete,34360
430,Thorbjørn Olesen,Valhalla Golf Club,T53,-5,279,69,71,69,70,10:15am,False,complete,33968
431,Zac Blair,Valhalla Golf Club,T53,-5,279,73,66,68,72,11:35am,False,complete,40058
432,Talor Gooch,Valhalla Golf Club,T60,-4,280,71,70,70,69,8:35am,False,complete,46402
433,Adam Hadwin,Valhalla Golf Club,T60,-4,280,68,72,71,69,8:45am,False,complete,33399
434,Gary Woodland,Valhalla Golf Club,T60,-4,280,71,69,71,69,8:55am,False,complete,31323
435,S.H. Kim,Valhalla Golf Club,T63,-3,281,69,72,71,69,8:15am,False,complete,50188
436,Rickie Fowler,Valhalla Golf Club,T63,-3,281,72,69,69,71,9:25am,False,complete,32102
437,Cameron Young,Valhalla Golf Club,T63,-3,281,69,71,70,71,9:35am,False,complete,57366
438,Tyrrell Hatton,Valhalla Golf Club,T63,-3,281,71,69,68,73,10:35am,False,complete,34363
439,Cameron Smith,Valhalla Golf Club,T63,-3,281,68,70,70,73,11:15am,False,complete,35891
440,Sebastian Soderberg,Valhalla Golf Club,T68,-2,282,73,67,74,68,7:55am,False,complete,46405
441,Rasmus Højgaard,Valhalla Golf Club,T68,-2,282,68,72,73,69,8:05am,False,complete,52686
442,Luke Donald,Valhalla Golf Club,T68,-2,282,70,69,72,71,9:05am,False,complete,23983
443,Nicolai Højgaard,Valhalla Golf Club,T68,-2,282,70,71,68,73,10:05am,False,complete,52453
444,Braden Shattuck,Valhalla Golf Club,72,-1,283,71,70,68,74,9:45am,False,complete,63181
445,Alejandro Tosti,Valhalla Golf Club,T73,E,284,68,69,79,68,7:45am,False,complete,38991
446,Martin Kaymer,Valhalla Golf Club,T73,E,284,68,72,68,76,10:45am,False,complete,27408
447,Ryan Fox,Valhalla Golf Club,75,+2,286,72,68,72,74,8:25am,False,complete,29936
448,Stephan Jaeger,Valhalla Golf Club,76,+5,289,70,71,70,78,8:35am,False,complete,36799
449,Jeremy Wells,Valhalla Golf Club,77,+6,290,69,71,75,75,7:45am,False,complete,46628
450,Brendon Todd,Valhalla Golf Club,78,+9,293,70,70,74,79,7:55am,False,complete,30927
451,Kyle Mendoza,Valhalla Golf Club,CUT,E,142,72,70,,,,False,cut,58381
452,Peter Malnati,Valhalla Golf Club,CUT,E,142,72,70,,,,False,cut,34466
453,C.T. Pan,Valhalla Golf Club,CUT,E,142,73,69,,,,False,cut,29908
454,Keith Mitchell,Valhalla Golf Club,CUT,E,142,71,71,,,,False,cut,39546
455,Ben Polland,Valhalla Golf Club,CUT,E,142,73,69,,,,False,cut,47567
456,Ludvig Åberg,Valhalla Golf Club,CUT,E,142,72,70,,,,False,cut,52955
457,Matt Fitzpatrick,Valhalla Golf Club,CUT,E,142,69,73,,,,False,cut,40098
458,Jon Rahm,Valhalla Golf Club,CUT,E,142,70,72,,,,False,cut,46970
459,Adrian Otaegui,Valhalla Golf Club,CUT,E,142,70,72,,,,False,cut,34575
460,Christiaan Bezuidenhout,Valhalla Golf Club,CUT,E,142,74,68,,,,False,cut,45522
461,Eric Cole,Valhalla Golf Club,CUT,E,142,71,71,,,,False,cut,47591
462,Sami Valimaki,Valhalla Golf Club,CUT,E,142,70,72,,,,False,cut,52666
463,Jesse Mueller,Valhalla Golf Club,CUT,E,142,70,72,,,,False,cut,28593
464,Jason Dufner,Valhalla Golf Club,CUT,+1,143,68,75,,,,False,cut,25686
465,Taylor Pendrith,Valhalla Golf Club,CUT,+1,143,72,71,,,,False,cut,40250
466,Adam Schenk,Valhalla Golf Club,CUT,+1,143,71,72,,,,False,cut,47347
467,Charley Hoffman,Valhalla Golf Club,CUT,+1,143,71,72,,,,False,cut,12716
468,Adrian Meronk,Valhalla Golf Club,CUT,+1,143,74,69,,,,False,cut,33674
469,Akshay Bhatia,Valhalla Golf Club,CUT,+1,143,73,70,,,,False,cut,56630
470,Tim Widing,Valhalla Golf Club,CUT,+1,143,70,73,,,,False,cut,50474
471,Nick Taylor,Valhalla Golf Club,CUT,+1,143,72,71,,,,False,cut,25493
472,Sepp Straka,Valhalla Golf Club,CUT,+2,144,71,73,,,,False,cut,49960
473,Jake Knapp,Valhalla Golf Club,CUT,+2,144,75,69,,,,False,cut,47420
474,Andrew Svoboda,Valhalla Golf Club,CUT,+2,144,74,70,,,,False,cut,29425
475,Mackenzie Hughes,Valhalla Golf Club,CUT,+2,144,74,70,,,,False,cut,35506
476,Emiliano Grillo,Valhalla Golf Club,CUT,+2,144,71,73,,,,False,cut,31646
477,Vincent Norrman,Valhalla Golf Club,CUT,+2,144,72,72,,,,False,cut,51070
478,Beau Hossler,Valhalla Golf Club,CUT,+2,144,72,72,,,,False,cut,35461
479,Takumi Kanaya,Valhalla Golf Club,CUT,+2,144,75,69,,,,False,cut,47917
480,Sungjae Im,Valhalla Golf Club,CUT,+3,145,73,72,,,,False,cut,39971
481,David Puig,Valhalla Golf Club,CUT,+3,145,72,73,,,,False,cut,61193
482,Adam Scott,Valhalla Golf Club,CUT,+3,145,72,73,,,,False,cut,24502
483,Tyler Collet,Valhalla Golf Club,CUT,+3,145,73,72,,,,False,cut,59570
484,Sam Burns,Valhalla Golf Club,CUT,+3,145,72,73,,,,False,cut,47504
485,Evan Bowser,Valhalla Golf Club,CUT,+3,145,72,73,,,,False,cut,51735
486,Chris Gotterup,Valhalla Golf Club,CUT,+3,145,74,71,,,,False,cut,59095
487,Denny McCarthy,Valhalla Golf Club,CUT,+4,146,73,73,,,,False,cut,47993
488,Phil Mickelson,Valhalla Golf Club,CUT,+4,146,74,72,,,,False,cut,01810
489,Wyndham Clark,Valhalla Golf Club,CUT,+4,146,71,75,,,,False,cut,51766
490,Patrick Rodgers,Valhalla Golf Club,CUT,+4,146,70,76,,,,False,cut,36699
491,Ryan van Velzen,Valhalla Golf Club,CUT,+4,146,75,71,,,,False,cut,59629
492,Keita Nakajima,Valhalla Golf Club,CUT,+4,146,71,75,,,,False,cut,49228
493,Luke List,Valhalla Golf Club,CUT,+4,146,69,77,,,,False,cut,27129
494,Francesco Molinari,Valhalla Golf Club,CUT,+4,146,71,75,,,,False,cut,25198
495,Alex Smalley,Valhalla Golf Club,CUT,+5,147,74,73,,,,False,cut,46340
496,Nick Dunlap,Valhalla Golf Club,CUT,+5,147,74,73,,,,False,cut,59866
497,Y.E. Yang,Valhalla Golf Club,CUT,+5,147,74,73,,,,False,cut,24663
498,Wyatt Worthington II,Valhalla Golf Club,CUT,+5,147,72,75,,,,False,cut,50012
499,Chris Kirk,Valhalla Golf Club,CUT,+5,147,73,74,,,,False,cut,30926
500,Si Woo Kim,Valhalla Golf Club,CUT,+5,147,73,74,,,,False,cut,37455
501,J.T. Poston,Valhalla Golf Club,CUT,+5,147,72,75,,,,False,cut,49771
502,Jimmy Walker,Valhalla Golf Club,CUT,+6,148,72,76,,,,False,cut,25632
503,John Somers,Valhalla Golf Club,CUT,+6,148,76,72,,,,False,cut,56297
504,Andy Ogletree,Valhalla Golf Club,CUT,+6,148,73,75,,,,False,cut,57944
505,Tiger Woods,Valhalla Golf Club,CUT,+7,149,72,77,,,,False,cut,08793
506,Cam Davis,Valhalla Golf Club,CUT,+7,149,78,71,,,,False,cut,45157
507,Michael Block,Valhalla Golf Club,CUT,+7,149,76,73,,,,False,cut,22764
508,Kazuma Kobori,Valhalla Golf Club,CUT,+8,150,73,77,,,,False,cut,54621
509,Jared Jones,Valhalla Golf Club,CUT,+8,150,73,77,,,,False,cut,58391
510,Victor Perez,Valhalla Golf Club,CUT,+8,150,79,71,,,,False,cut,47679
511,Brad Marek,Valhalla Golf Club,CUT,+9,151,73,78,,,,False,cut,59872
512,Padraig Harrington,Valhalla Golf Club,CUT,+10,152,77,75,,,,False,cut,20766
513,Josh Speight,Valhalla Golf Club,CUT,+10,152,74,78,,,,False,cut,50717
514,Shaun Micheel,Valhalla Golf Club,CUT,+10,152,76,76,,,,False,cut,06515
515,Zac Oakley,Valhalla Golf Club,CUT,+10,152,77,75,,,,False,cut,62848
516,Thriston Lawrence,Valhalla Golf Club,CUT,+11,153,75,78,,,,False,cut,45523
517,Matthieu Pavon,Valhalla Golf Club,CUT,+11,153,76,77,,,,False,cut,48153
518,Josh Bevell,Valhalla Golf Club,CUT,+11,153,73,80,,,,False,cut,66506
519,Camilo Villegas,Valhalla Golf Club,CUT,+11,153,79,74,,,,False,cut,27770
520,Tracy Phillips,Valhalla Golf Club,CUT,+13,155,75,80,,,,False,cut,46374
521,Larkin Gross,Valhalla Golf Club,CUT,+14,156,79,77,,,,False,cut,59869
522,Matt Dobyns,Valhalla Golf Club,CUT,+14,156,76,80,,,,False,cut,36983
523,Preston Cole,Valhalla Golf Club,CUT,+16,158,75,83,,,,False,cut,51458
524,Jeff Kellen,Valhalla Golf Club,CUT,+17,159,87,72,,,,False,cut,39992
525,Rich Beem,Valhalla Golf Club,CUT,+20,162,79,83,,,,False,cut,23614
526,John Daly,Valhalla Golf Club,WD,-,82,82,,,,,False,wd,01249
527,Ben Griffin,Valhalla Golf Club,WD,-,138,73,65,,,,False,wd,54591
528,K.H. Lee,Valhalla Golf Club,WD,-,140,74,66,,,,False,wd,32791
529,Scottie Scheffler,Augusta National Golf Club,1,-11,277,66,72,71,68,2:35pm,False,complete,46046
530,Ludvig Åberg,Augusta National Golf Club,2,-7,281,73,69,70,69,2:25pm,False,complete,52955
531,Tommy Fleetwood,Augusta National Golf Club,T3,-4,284,72,71,72,69,1:45pm,False,complete,30911
532,Max Homa,Augusta National Golf Club,T3,-4,284,67,71,73,73,2:25pm,False,complete,39977
533,Collin Morikawa,Augusta National Golf Club,T3,-4,284,71,70,69,74,2:35pm,False,complete,50525
534,Cameron Smith,Augusta National Golf Club,T6,-2,286,71,72,72,71,1:55pm,False,complete,35891
535,Bryson DeChambeau,Augusta National Golf Club,T6,-2,286,65,73,75,73,2:15pm,False,complete,47959
536,Xander Schauffele,Augusta National Golf Club,8,-1,287,72,72,70,73,2:15pm,False,complete,48081
537,Will Zalatoris,Augusta National Golf Club,T9,E,288,70,77,72,69,12:35pm,False,complete,47483
538,Tyrrell Hatton,Augusta National Golf Club,T9,E,288,72,74,73,69,12:35pm,False,complete,34363
539,Cameron Young,Augusta National Golf Club,T9,E,288,70,73,72,73,1:45pm,False,complete,57366
540,Matthieu Pavon,Augusta National Golf Club,T12,+1,289,70,73,74,72,12:55pm,False,complete,48153
541,Patrick Reed,Augusta National Golf Club,T12,+1,289,74,70,73,72,1:05pm,False,complete,34360
542,Adam Schenk,Augusta National Golf Club,T12,+1,289,73,71,72,73,1:15pm,False,complete,47347
543,Cameron Davis,Augusta National Golf Club,T12,+1,289,69,72,73,75,2:05pm,False,complete,45157
